"","Reading","Cinema","Show","Exhibition","Computer","Sport","Walking","Travelling","Collecting","Volunteering","Mechanic","Gardening","Knitting","Cooking","Fishing","Sex","Age","Marital status","Profession"
"5019","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","F","[15,25]","Single","Unskilled worker"
"5020","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","F","(65,75]","Married","Management"
"5021","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","M","[15,25]","Single","Unskilled worker"
"5022","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","F","(45,55]","Divorcee","Technician"
"5023","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","F","(45,55]","Married","Employee"
"5024","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","M","(65,75]","Single","Unskilled worker"
"5025","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","M","(35,45]","Married","Other"
"5026","No","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No","No","M","(55,65]","Single","Management"
"5027","Yes","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","M","(45,55]","Married","Manual labourer"
"5028","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","Yes","No","Yes","No","F","(45,55]","Married","Employee"
"5029","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","F","(65,75]","Married","Employee"
"5030","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No","No","M","(55,65]","Married","Management"
"5031","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","F","(55,65]","Married","Employee"
"5032","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","F","(45,55]","Married","Employee"
"5033","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","F","[15,25]","Single","Employee"
"5034","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","F","(35,45]","Married","Employee"
"5035","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","F","(85,100]","Widower","Employee"
"5036","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","F","(35,45]","Married","Employee"
"5037","Yes","No","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Yes","M","(45,55]","Married","Employee"
"5038","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(55,65]","Widower","Foreman"
"5039","Yes","No","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","F","(55,65]","Widower","Employee"
"5040","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","No","M","(85,100]","Remarried","Management"
"5041","Yes","No","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","F","(45,55]","Married","Employee"
"5042","No","No","Yes","No","Yes","No","No","Yes","No","No","No","Yes","No","No","No","F","(35,45]","Married","Employee"
"5043","No","No","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","No","Yes","M","(45,55]","Married","Management"
"5044","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","F","(45,55]","Remarried","Manual labourer"
"5045","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","No","F","(45,55]","Married","Other"
"5046","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","F","(35,45]","Married","Other"
"5047","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","Yes","No","F","(35,45]","Single","Employee"
"5048","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","M","(45,55]","Remarried","Foreman"
"5049","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","F","(45,55]","Single","Other"
"5050","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","F","(75,85]","Widower","Employee"
"5051","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","F","(35,45]","Remarried","Employee"
"5052","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","M","(65,75]","Married","Management"
"5053","Yes","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","Yes","No","F","(45,55]","Married","Employee"
"5054","Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","F","(65,75]","Married","Employee"
"5055","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(55,65]","Married","Unskilled worker"
"5056","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","F","(55,65]","Widower","Employee"
"5057","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","M","(25,35]","Single","Unskilled worker"
"5058","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","F","[15,25]","Single","Employee"
"5059","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No","F","(65,75]","Widower","Management"
"5060","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","F","(35,45]","Married","Employee"
"5061","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","M","(65,75]","Married","Employee"
"5062","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","F","(45,55]","Married","Employee"
"5063","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","No","F","(35,45]","Single","Technician"
"5064","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(65,75]","Married","Employee"
"5065","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","No","Yes","Yes","M","(35,45]","Married","Unskilled worker"
"5066","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","F","(65,75]","Widower","Other"
"5067","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","M","(65,75]","Married","Other"
"5068","Yes","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","F","(55,65]","Widower","Employee"
"5069","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","F","(25,35]","Married","Employee"
"5070","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","No","F","(55,65]","Widower","Unskilled worker"
"5071","No","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No","No","F","(35,45]","Married","Unskilled worker"
"5072","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","M","(45,55]","Married","Management"
"5073","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","M","(55,65]","Married","Manual labourer"
"5074","Yes","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","M","(65,75]","Married","Employee"
"5075","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(65,75]","Widower","Unskilled worker"
"5076","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","F","(45,55]","Widower","Employee"
"5077","Yes","No","No","No","No","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","F","(65,75]","Married","Manual labourer"
"5078","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","F","(35,45]","Single","Employee"
"5079","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","F","(25,35]","Single","Employee"
"5080","No","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","F","(45,55]","Married","Unskilled worker"
"5081","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","No","F","(25,35]","Single","Employee"
"5082","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","M","(35,45]","Married","Management"
"5083","No","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","M","(45,55]","Married","Technician"
"5084","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","F","(75,85]","Widower","Manual labourer"
"5085","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(45,55]","Married","Management"
"5086","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","F","(75,85]","Widower","Employee"
"5087","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","M","(55,65]","Married","Unskilled worker"
"5088","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","M","(65,75]","Married","Manual labourer"
"5089","Yes","No","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","F","(55,65]","Married","Foreman"
"5090","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","F","(45,55]","Married","Other"
"5091","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","F","(45,55]","Married","Employee"
"5092","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","F","(35,45]","Married","Employee"
"5093","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(55,65]","Married","Unskilled worker"
"5094","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(45,55]","Single","Unskilled worker"
"5095","Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","M","(65,75]","Married","Foreman"
"5096","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","F","(55,65]","Widower","Employee"
"5097","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","F","(55,65]","Married","Foreman"
"5098","Yes","No","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","F","(25,35]","Single","Foreman"
"5099","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","M","(35,45]","Married","Manual labourer"
"5100","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","M","(55,65]","Married","Management"
"5101","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","F","(65,75]","Single","Foreman"
"5102","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(65,75]","Single","Manual labourer"
"5103","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","F","(25,35]","Divorcee","Employee"
"5104","Yes","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","Yes","Yes","F","(45,55]","Widower","Employee"
"5105","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","M","(65,75]","Remarried","Management"
"5106","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","M","(45,55]","Single","Foreman"
"5107","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","M","(75,85]","Married","Unskilled worker"
"5108","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","F","(35,45]","Married","Employee"
"5109","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","No","F","(45,55]","Married","Employee"
"5110","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","No","No","Yes","No","F","(45,55]","Divorcee","Manual labourer"
"5111","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","M","(55,65]","Married","Management"
"5112","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","No","F","(45,55]","Divorcee","Employee"
"5113","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","F","(45,55]","Divorcee","Employee"
"5114","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","M","(55,65]","Married","Employee"
"5115","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","F","(55,65]","Widower","Employee"
"5116","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","M","(55,65]","Married","Management"
"5117","Yes","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","M","(35,45]","Married","Manual labourer"
"5118","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","M","(65,75]","Married","Manual labourer"
"5119","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","M","(45,55]","Married","Management"
"5120","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","F","(35,45]","Married","Foreman"
"5121","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","F","[15,25]","Single","Employee"
"5122","No","No","No","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","No","Yes","M","(45,55]","Married","Technician"
"5123","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","F","(55,65]","Remarried","Employee"
"5124","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","F","(65,75]","Widower","Technician"
"5125","Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","M","(45,55]","Married","Employee"
"5126","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","F","(35,45]","Divorcee","Employee"
"5127","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","No","F","(45,55]","Widower","Employee"
"5128","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","F","(25,35]","Single","Manual labourer"
"5129","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(35,45]","Married","Manual labourer"
"5130","Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","M","(75,85]","Married","Employee"
"5131","Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","F","(65,75]","Widower","Employee"
"5132","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","No","M","(45,55]","Divorcee","Management"
"5133","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","F","(65,75]","Widower","Employee"
"5134","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","M","(65,75]","Widower","Manual labourer"
"5135","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","F","(35,45]","Divorcee","Unskilled worker"
"5136","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(45,55]","Divorcee","Employee"
"5137","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","F","(85,100]","Widower","Employee"
"5138","Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","No","Yes","No","F","(55,65]","Married","Unskilled worker"
"5139","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","F","(75,85]","Married","Employee"
"5140","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","F","(45,55]","Widower","Employee"
"5141","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","M","(25,35]","Single","Technician"
"5142","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","M","[15,25]","Single","Unskilled worker"
"5143","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","No","M","(45,55]","Married","Employee"
"5144","Yes","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","F","(25,35]","Single","Unskilled worker"
"5145","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","F","(45,55]","Widower","Manual labourer"
"5146","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","M","(25,35]","Single","Other"
"5147","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","F","(25,35]","Married","Management"
"5148","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","F","(45,55]","Single","Technician"
"5149","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","F","(75,85]","Married","Employee"
"5150","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","M","(35,45]","Married","Manual labourer"
"5151","Yes","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes","No","M","(55,65]","Married","Manual labourer"
"5152","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","F","(25,35]","Married","Employee"
"5153","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","F","(35,45]","Married","Employee"
"5154","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","F","[15,25]","Single","Employee"
"5155","Yes","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","Yes","Yes","F","(25,35]","Single","Employee"
"5156","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","M","(65,75]","Married","Foreman"
"5157","Yes","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No","No","F","(25,35]","Single","Management"
"5158","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","F","(75,85]","Widower","Unskilled worker"
"5159","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","F","(55,65]","Divorcee","Employee"
"5160","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(25,35]","Single","Employee"
"5161","Yes","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","F","(65,75]","Widower","Management"
"5162","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","F","(55,65]","Married","Management"
"5163","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","F","(35,45]","Divorcee","Unskilled worker"
"5164","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","F","(25,35]","Single","Foreman"
"5165","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","M","(45,55]","Married","Manual labourer"
"5166","Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","M","(45,55]","Single","Technician"
"5167","No","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","M","(45,55]","Married","Manual labourer"
"5168","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","F","(55,65]","Married","Manual labourer"
"5169","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","F","[15,25]","Single","Employee"
"5170","No","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","M","(35,45]","Single","Unskilled worker"
"5171","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","No","M","(25,35]","Single","Technician"
"5172","Yes","No","No","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","F","(75,85]","Widower","Foreman"
"5173","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","F","(45,55]","Single","Unskilled worker"
"5174","No","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","M","(55,65]","Divorcee","Manual labourer"
"5175","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","M","(45,55]","Married","Technician"
"5176","Yes","No","No","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","F","(45,55]","Married","Employee"
"5177","Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","M","(65,75]","Married","Management"
"5178","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","F","(45,55]","Married","Employee"
"5179","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","F","(45,55]","Widower","Unskilled worker"
"5180","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","No","F","(45,55]","Married","Unskilled worker"
"5181","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","M","(55,65]","Widower","Manual labourer"
"5182","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","M","(25,35]","Single","Manual labourer"
"5183","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","M","(35,45]","Single","Unskilled worker"
"5184","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","F","(35,45]","Divorcee","Other"
"5185","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","M","(65,75]","Married","Unskilled worker"
"5186","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","No","Yes","No","F","(35,45]","Divorcee","Employee"
"5187","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","M","[15,25]","Single","Unskilled worker"
"5188","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","F","(35,45]","Married","Employee"
"5189","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(55,65]","Married","Unskilled worker"
"5190","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","F","(45,55]","Married","Employee"
"5191","Yes","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","F","(55,65]","Divorcee","Employee"
"5192","No","No","Yes","Yes","No","No","No","Yes","No","No","Yes","No","Yes","Yes","No","F","(25,35]","Single","Employee"
"5193","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","F","(45,55]","Married","Employee"
"5194","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","No","F","(65,75]","Married","Employee"
"5195","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","F","(55,65]","Married","Foreman"
"5196","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","F","(25,35]","Married","Employee"
"5197","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","F","(45,55]","Married","Management"
"5198","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","M","(25,35]","Married","Management"
"5199","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","M","(35,45]","Single","Management"
"5200","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","M","(45,55]","Married","Management"
"5201","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(45,55]","Divorcee","Employee"
"5202","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","F","(25,35]","Divorcee","Foreman"
"5203","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","F","(35,45]","Married","Other"
"5204","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","F","(35,45]","Married","Management"
"5205","Yes","No","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","M","(25,35]","Married","Manual labourer"
"5206","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","F","(45,55]","Married","Foreman"
"5207","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","F","[15,25]","Single","Management"
"5208","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","F","(45,55]","Married","Foreman"
"5209","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","F","[15,25]","Single","Employee"
"5210","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","M","(35,45]","Divorcee","Management"
"5211","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","F","(35,45]","Divorcee","Management"
"5212","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","M","(35,45]","Single","Unskilled worker"
"5213","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","F","(35,45]","Married","Management"
"5214","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","F","(25,35]","Single","Employee"
"5215","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","F","(45,55]","Widower","Employee"
"5216","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","No","F","(25,35]","Single","Employee"
"5217","Yes","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","F","(45,55]","Married","Employee"
"5218","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","M","(25,35]","Married","Foreman"
"5219","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","M","(45,55]","Married","Manual labourer"
"5220","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","[15,25]","Single","Unskilled worker"
"5221","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(25,35]","Married","Unskilled worker"
"5222","Yes","Yes","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","M","(25,35]","Single","Other"
"5223","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","M","(45,55]","Married","Technician"
"5224","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","F","[15,25]","Single","Employee"
"5225","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","F","(65,75]","Married","Employee"
"5226","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(45,55]","Married","Management"
"5227","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","M","(75,85]","Divorcee","Manual labourer"
"5228","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","F","(55,65]","Married","Manual labourer"
"5229","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","M","(35,45]","Married","Technician"
"5230","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(45,55]","Divorcee","Manual labourer"
"5231","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","F","(35,45]","Married","Employee"
"5232","Yes","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","F","(75,85]","Widower","Employee"
"5233","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(25,35]","Married","Employee"
"5234","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","M","(25,35]","Single","Unskilled worker"
"5235","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","M","(45,55]","Married","Management"
"5236","No","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","M","(55,65]","Married","Foreman"
"5237","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","M","(25,35]","Single","Technician"
"5238","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","F","(45,55]","Married","Employee"
"5239","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","F","[15,25]","Single","Unskilled worker"
"5240","No","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","M","(25,35]","Married","Manual labourer"
"5241","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","No","M","(75,85]","Married","Management"
"5242","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","F","(25,35]","Single","Employee"
